epoch,accuracy,loss,val_accuracy,val_loss
0,0.51919544,0.6930274585289654,0.5437875390052795,0.69288609582263
1,0.5468574,0.6927848681311412,0.5691590309143066,0.6926524155207009
2,0.56619114,0.6925554319570504,0.5868637561798096,0.6924078287182825
3,0.5811484,0.6922981024238334,0.6023553609848022,0.6921459649169215
4,0.596155,0.6920011860743798,0.611365795135498,0.6918638645754636
5,0.60443383,0.6917069282126798,0.6188744902610779,0.6915545209917207
6,0.61196184,0.6913690018985039,0.6244862675666809,0.6912094090620325
7,0.61747444,0.6910110787388949,0.6274107098579407,0.6908291432814548
8,0.622582,0.6906083737656076,0.6277268528938293,0.6904211519565757
9,0.62721545,0.6901729674990893,0.6316787600517273,0.6899908835888663
10,0.6328071,0.6897156062442443,0.636658251285553,0.6895342796353121
11,0.6359487,0.6892362491395454,0.6399778723716736,0.6890582511630798
12,0.6402067,0.6887478223362535,0.6423490643501282,0.6885603846457424
13,0.6453538,0.6882070528021992,0.6459848284721375,0.6880352578131489
14,0.6486238,0.6876760170054194,0.6495415568351746,0.6874866614679427
15,0.65144926,0.6870969700235278,0.6535725593566895,0.6869091495772611
16,0.65447235,0.6864647588017396,0.6566550731658936,0.6862916397663976
17,0.65642846,0.6858617825800282,0.6592633724212646,0.6856370886179454
18,0.65858215,0.6851341159499506,0.6617135405540466,0.684929240759965
19,0.6612001,0.6844124093226915,0.6639266610145569,0.6841661961742719
20,0.66284996,0.6835937901113315,0.6654284000396729,0.6833486769947869
21,0.6648752,0.6827654640248876,0.6671672463417053,0.682475323244397
22,0.66498387,0.681831123985004,0.6688270568847656,0.6815334537381279
23,0.66901463,0.680818437060197,0.6700126528739929,0.680513884800354
24,0.6709312,0.6797467617864598,0.671593427658081,0.6794200397314167
25,0.67169195,0.6785799560181128,0.67356938123703,0.6782394035345687
26,0.67317384,0.6773348965021785,0.675624430179596,0.6769651213741513
27,0.67482364,0.6759883267701747,0.6759405732154846,0.6755816282594351
28,0.6777381,0.6744935454882465,0.6783907413482666,0.6740750983437518
29,0.67849874,0.672876228580468,0.6798134446144104,0.6724229197015199
30,0.6792397,0.6710999222495754,0.6809990406036377,0.6706046701382128
31,0.68069196,0.669232845040236,0.6822636723518372,0.6686735181276308
32,0.68322104,0.6671627871261584,0.6839234828948975,0.6666036564415103
33,0.6849993,0.6649243810329903,0.6847139000892639,0.6643877832753123
34,0.68518704,0.662591591550706,0.6868479251861572,0.6620196182065247
35,0.6893659,0.660059650653847,0.6881125569343567,0.6594899215541458
36,0.6872123,0.6575881924970933,0.6895352602005005,0.6568074094469021
37,0.6901662,0.6547074344654173,0.6916692852973938,0.6539590339136018
38,0.690344,0.6517894862186238,0.6926968097686768,0.6509367582204785
39,0.6929225,0.6486258807512728,0.6919063925743103,0.6477502975665879
40,0.6953725,0.6452312359449781,0.6933290958404541,0.6443762505804479
41,0.6973978,0.6416917793264749,0.6946727633476257,0.6408030386593686
42,0.6974571,0.638013620302957,0.6957002878189087,0.6370741053921039
43,0.69851416,0.634151182161775,0.6969649195671082,0.6331902242445546
44,0.70047027,0.630052567724865,0.6972810626029968,0.6291212959263922
45,0.7015767,0.6260820158475596,0.6980714797973633,0.6249320090401221
46,0.7030685,0.6215328308067198,0.6996522545814514,0.6206519090221005
47,0.70405644,0.6170568992277509,0.7009168267250061,0.6162655015290255
48,0.7056964,0.6126065556221169,0.703446090221405,0.6117884057291014
49,0.706299,0.6081901447237031,0.7048687934875488,0.607297560684748
50,0.7077809,0.6039123314042815,0.7056592106819153,0.6028548318149544
51,0.70960855,0.5990017645056747,0.7066076397895813,0.598324056576974
52,0.71030015,0.5943024598667229,0.7079513072967529,0.5938623259235627
53,0.7125329,0.5897819490234038,0.7078722715377808,0.5895188045094671
54,0.7127206,0.5854866234068742,0.7091369032859802,0.5852674309905104
55,0.7142716,0.5815456363578732,0.7106386423110962,0.5811583580301414
56,0.7139851,0.5774302260655377,0.7119032740592957,0.5771958877533024
57,0.71629685,0.5732227648628978,0.7127726674079895,0.5734085789255956
58,0.715714,0.5699139125110042,0.7137211561203003,0.5698222069377731
59,0.71710694,0.5659818465087718,0.7146696448326111,0.5664196793617722
60,0.7183517,0.5624589641694223,0.7165665626525879,0.5631549612578055
61,0.7189741,0.5592925000898769,0.7179892659187317,0.560140361994684
62,0.7204165,0.5562966405321945,0.718621551990509,0.5572632613285334
63,0.7194088,0.5537623964353579,0.7198071479797363,0.5546041042828085
64,0.7207425,0.5510600948903277,0.7205184698104858,0.5521318406441376
65,0.72097963,0.5482848859792433,0.7218621373176575,0.549846230354484
66,0.7209105,0.5463592250473717,0.7213088870048523,0.5477868342395829
67,0.723242,0.544344682346036,0.7224154472351074,0.5458626606552578
68,0.7219972,0.5424461200680514,0.7231267690658569,0.54407733814497
69,0.72339016,0.5404642035114101,0.7236800789833069,0.5424199858836423
70,0.72420025,0.5391925549394553,0.7250236868858337,0.5409720548149758
71,0.7241805,0.5376763238394984,0.7247865796089172,0.5395462960428804
72,0.7239335,0.5362370695826569,0.7253398895263672,0.5382532716701952
73,0.72425956,0.5349190579462493,0.7261302471160889,0.5370784312571448
74,0.72596866,0.5333781513412691,0.7260512113571167,0.5359754703239364
75,0.7260082,0.5324457782917608,0.7261302471160889,0.5350116972131063
76,0.72665036,0.5309923299379607,0.726762592792511,0.5340552115662732
77,0.7263243,0.5305604804379724,0.7269206643104553,0.5331783282240471
78,0.72579086,0.5297526160356982,0.7270787358283997,0.5323699623713793
79,0.7266602,0.5290968650140287,0.7274739146232605,0.531635431268341
80,0.728231,0.5280094697133146,0.7277900576591492,0.5309333199004451
81,0.72807294,0.5277847235918973,0.7283433675765991,0.5302854979901309
82,0.72850764,0.5264063708475193,0.7286595106124878,0.5296813087903582
83,0.7278062,0.5260408610533609,0.7289756536483765,0.5291113729364616
84,0.7282113,0.5254282156759856,0.7285014390945435,0.528605862410808
85,0.72877437,0.5248604023106325,0.7286595106124878,0.5281317108441786
86,0.7287052,0.5243886178423243,0.7297660708427429,0.5276073706214126
87,0.730197,0.5242812876533085,0.7303193211555481,0.5271534322467439
88,0.7294857,0.5239042872870127,0.7303193211555481,0.5267270226060986
89,0.73068106,0.5227968049583819,0.7303193211555481,0.5263414007366891
90,0.7303748,0.5223430680848475,0.7308725714683533,0.5259325351475388
91,0.7304242,0.5223650244958375,0.7303193211555481,0.5255919240280831
92,0.7301772,0.5219484210851689,0.7307144999504089,0.5252173718511399
93,0.7309676,0.521659817633388,0.7311096787452698,0.5248974441652844
94,0.7312047,0.5208588785922241,0.731346845626831,0.5245617388209096
95,0.7312244,0.5209760632829589,0.7309516072273254,0.5242887252103744
96,0.73071074,0.5207175952192942,0.7316629886627197,0.5239509598593752
97,0.73092806,0.5206133866714778,0.7319000959396362,0.523664793258146
98,0.7312244,0.5200426564424643,0.7319791316986084,0.5234115636691692
99,0.73192585,0.5198312835377641,0.7318210601806641,0.5231386033410028
100,0.73221236,0.5194523913331628,0.7324533462524414,0.5228523932093501
101,0.7326965,0.519217134921143,0.7324533462524414,0.5226309263570528
102,0.73260754,0.5188609110338861,0.7326114177703857,0.5223810632621567
103,0.7334275,0.5183894388955181,0.7331647276878357,0.5221094905180604
104,0.7324297,0.5181771152130582,0.7330856919288635,0.5219012644993442
105,0.7338622,0.5179692414222832,0.7334018349647522,0.5216721319771627
106,0.7325186,0.5178753844385987,0.7334808707237244,0.5214257696328418
107,0.73263717,0.5176901119675031,0.733797013759613,0.5212622931061611
108,0.7340598,0.5168841666861648,0.7336389422416687,0.5210608372837541
109,0.73389184,0.517354653446495,0.7341922521591187,0.5207902702903054
110,0.7334374,0.5167201061792265,0.733797013759613,0.520603142224118
111,0.73412895,0.5165623087754013,0.734350323677063,0.5203944986713788
112,0.7337634,0.5162982509670453,0.7344293594360352,0.5201998042543968
113,0.73417836,0.5163570243583855,0.7342712879180908,0.519990664558474
114,0.7337535,0.5163363459960042,0.7347455024719238,0.5198334157843775
115,0.7348699,0.5163078677756491,0.734824538230896,0.5196721159013584
116,0.7347217,0.51603291177483,0.7349035739898682,0.5194737545173077
117,0.73486,0.5157305248410999,0.7345874309539795,0.519262127406304
118,0.73454386,0.5153789982805891,0.7346664667129517,0.5191035748206473
119,0.7347217,0.51530293871434,0.7349826097488403,0.5189163371369389
120,0.7351465,0.5148956238132929,0.7349035739898682,0.5187479873793509
121,0.7353342,0.5151526605740676,0.735298752784729,0.5186161507713692
122,0.736332,0.5146045252921913,0.7351406812667847,0.518419162498936
123,0.7350477,0.5145611172724778,0.734824538230896,0.5182520021300809
124,0.7355022,0.5139585454769549,0.7352197170257568,0.5180935316868986
125,0.73583806,0.5140686528460029,0.735298752784729,0.5179257415779173
126,0.7355713,0.5140392313463126,0.7359310984611511,0.5177848967539521
127,0.73645055,0.5138440319654728,0.7356939911842346,0.5176142441615853
128,0.73692477,0.513324101560049,0.7354568243026733,0.5175125437317263
129,0.7363715,0.5133540646321983,0.7356148958206177,0.5173483505265607
130,0.73631227,0.5132674018982825,0.7359310984611511,0.5171644793463552
131,0.73631227,0.513451265216107,0.7354568243026733,0.5170033693106311
132,0.73664814,0.5131104952806975,0.7356148958206177,0.5168880698163035
133,0.7370433,0.5126298412017286,0.7360891699790955,0.516722299010174
134,0.73669755,0.5128390982734418,0.7357730269432068,0.5166042883713488
135,0.7365296,0.5125520906258801,0.735852062702179,0.5164733488858217
136,0.7370137,0.5127481022638318,0.735852062702179,0.5163045787864043
137,0.7375966,0.5121891824100002,0.7362472414970398,0.5161500031948844
138,0.7374385,0.5126622381645558,0.7364053130149841,0.5160157451175867
139,0.7375966,0.5121307358196061,0.7361682057380676,0.5159403717653532
140,0.7372607,0.5121713722398253,0.7361682057380676,0.5157745930540234
